,PROPERTIES_SHOPPABLE_POST_ID,POST_TIMESTAMP,LAST_CLICK_TIMESTAMP,PREVIEW,FULL_VIEW,CTR,RT_SCORE,score,coldness_score,hotness_score,date
237089,237089,1569968917446,1569991690128.0,53,2,0.03636363636363636,7.9030457065256075,8.087880628866449,0.0005064995490411395,8.087374129317407,2019-10-01 15:28:37.446
237088,237088,1569968906993,1569998080402.0,1816,109,0.056623376623376624,10.983997277921969,11.577679668306837,0.0,11.577679668306837,2019-10-01 15:28:26.993
237105,237105,1569970141609,1569971155822.0,25,0,0.0,4.921992518714842,50.36572582363394,46.20709099893782,4.158634824696119,2019-10-01 15:49:01.609
237106,237106,1569970184785,1569970771104.0,1,5,0.8333333333333334,99.98016089168334,99.99997364660662,49.99997478262959,49.99999886397703,2019-10-01 15:49:44.785
237120,237120,1569971422127,1569997268831.0,6376,360,0.05344418052256532,10.44873806251837,10.956313074710193,0.0,10.956313074710193,2019-10-01 16:10:22.127
237126,237126,1569971918937,1569972037659.0,2,1,0.3333333333333333,99.27563215528974,99.97494836824464,49.99995842359862,49.974989944646026,2019-10-01 16:18:38.937
237067,237067,1569966449493,1569982212863.0,123,0,0.0,4.158634824696119,4.158634824696119,0.0,4.158634824696119,2019-10-01 14:47:29.493
237055,237055,1569965037180,1569992244410.0,78,1,0.012658227848101266,5.231365474473301,5.246587924274145,1.8875678797769524e-09,5.246587922386578,2019-10-01 14:23:57.180
237028,237028,1569962625184,1569997934160.0,435,8,0.01805869074492099,5.759315569178952,5.793250704759662,0.0,5.793250704759662,2019-10-01 13:43:45.184
237049,237049,1569964518218,1569997718082.0,895,39,0.0417558886509636,8.647359754168292,8.910724348365733,0.0,8.910724348365733,2019-10-01 14:15:18.218
237061,237061,1569965795974,1569997600624.0,753,25,0.032133676092544985,7.356274791004839,7.49115375710067,0.0,7.49115375710067,2019-10-01 14:36:35.974
237011,237011,1569958608401,1569987091156.0,43,0,0.0,4.158730490889841,4.233693937532969,0.07505911283685052,4.158634824696119,2019-10-01 12:36:48.401
237026,237026,1569962320200,1569991327220.0,204,24,0.10526315789473684,21.34223036044717,24.411873237380703,0.0,24.411873237380703,2019-10-01 13:38:40.200
237075,237075,1569967781036,1569996719539.0,97,2,0.020202020202020204,5.981389582208991,6.0253971453312385,1.4432899320127035e-13,6.025397145331095,2019-10-01 15:09:41.036
237085,237085,1569968517915,1569997268831.0,521,56,0.09705372616984402,19.362038080601764,21.88763182219218,0.0,21.88763182219218,2019-10-01 15:21:57.915
237101,237101,1569969822104,1569997947179.0,218,22,0.09166666666666666,18.10031646695081,20.28643335215619,0.0,20.28643335215619,2019-10-01 15:43:42.104
237111,237111,1569970456567,1569996583703.0,3651,138,0.03642121931908155,7.910711084490527,8.095785913520352,0.0,8.095785913520352,2019-10-01 15:54:16.567
237112,237112,1569970507893,1569995921271.0,1956,108,0.05232558139534884,10.265032539285409,10.744432891357109,0.0,10.744432891357109,2019-10-01 15:55:07.893
237114,237114,1569970837290,1569977802811.0,315,0,0.0,4.158634824696119,4.158634824696119,0.0,4.158634824696119,2019-10-01 16:00:37.290
237113,237113,1569970643765,1569975652715.0,584,0,0.0,4.158634824696119,4.158634824696119,0.0,4.158634824696119,2019-10-01 15:57:23.765
237116,237116,1569970856953,1569998015046.0,12056,628,0.049511195206559444,9.81346871635342,10.226690205762738,0.0,10.226690205762738,2019-10-01 16:00:56.953
237084,237084,1569968389801,1569992684035.0,139,5,0.034722222222222224,7.687053482783535,7.850963650000054,0.0,7.850963650000054,2019-10-01 15:19:49.801
237107,237107,1569970237879,1569998040225.0,168,0,0.0,4.158634824696119,4.158634824696119,0.0,4.158634824696119,2019-10-01 15:50:37.879
237087,237087,1569968868252,1569971984443.0,55,0,0.0,4.158635061829354,4.158821156660327,0.0001863319642081418,4.158634824696119,2019-10-01 15:27:48.252
237121,237121,1569971539568,1569995585646.0,2720,240,0.08108108108108109,15.733474391909642,17.315554191071403,0.0,17.315554191071403,2019-10-01 16:12:19.568
237119,237119,1569970936873,1569991433290.0,1356,90,0.06224066390041494,11.97714913395538,12.745766884060316,0.0,12.745766884060316,2019-10-01 16:02:16.873
237136,237136,1569972641317,1569995886564.0,273,33,0.10784313725490197,21.975668451080242,25.2197745580247,0.0,25.2197745580247,2019-10-01 16:30:41.317
237137,237137,1569972677841,1569998112570.0,6288,448,0.0665083135391924,12.771735278198376,13.693618401481821,0.0,13.693618401481821,2019-10-01 16:31:17.841
237132,237132,1569972350125,1569998052030.0,15652,1547,0.08994708994708994,17.705081569070185,19.786896277165535,0.0,19.786896277165535,2019-10-01 16:25:50.125
237133,237133,1569972367310,1569997975616.0,2320,270,0.10424710424710425,21.094032086085914,24.095222920951887,0.0,24.095222920951887,2019-10-01 16:26:07.310
237143,237143,1569973388971,1569995305913.0,507,39,0.07142857142857142,13.729792460731119,14.850900859890414,0.0,14.850900859890414,2019-10-01 16:43:08.971
237148,237148,1569974051761,1569992474735.0,1232,0,0.0,4.158634824696119,4.158634824696119,0.0,4.158634824696119,2019-10-01 16:54:11.761
237100,237100,1569969744511,1569997907011.0,1094,63,0.05445116681071737,10.616172941130488,11.15004613168869,0.0,11.15004613168869,2019-10-01 15:42:24.511
237141,237141,1569972966879,1569995584316.0,805,120,0.12972972972972974,27.424785632662996,32.069088401546594,0.0,32.069088401546594,2019-10-01 16:36:06.879
237130,237130,1569972177561,1569997697101.0,18948,1200,0.05955926146515783,11.495541540218705,12.176934622303856,0.0,12.176934622303856,2019-10-01 16:22:57.561
237149,237149,1569974168832,1569997972207.0,32868,2232,0.06358974358974359,12.224624511067159,13.039755192180758,0.0,13.039755192180758,2019-10-01 16:56:08.832
